類別	編號	名稱	地址	縣市	鄉鎮	經度	緯度
公車站牌	3429	忠孝三民街口	忠孝路三段26號同向(向北)	NewTaipei		121.481556	25.06698	
公車站牌	3430	忠孝路口	中正北路139號同向(向西)	NewTaipei		121.48285	25.06735	
公車站牌	3431	明志國中	中正北路14號(向東)	NewTaipei		121.488646	25.063275	
公車站牌	3432	東海中學	三民街158號對面(三民公園旁)(向西)	NewTaipei		121.481571219316	25.0661295706901	
公車站牌	3433	長生街口	三和路二段16號同向(向西)	NewTaipei		121.500788879211	25.0671811216025	
公車站牌	3434	長泰派出所	三和路二段156號同向(向東)	NewTaipei		121.499510882057	25.0683597687088	
公車站牌	3435	正義重新路口	正義北路20號(向南)	NewTaipei		121.4974644	25.06310647	
公車站牌	3436	金陵女中	重新路五段643號同向(向南)	NewTaipei		121.466676	25.043117	
公車站牌	3437	長壽西街口	正義北路147號同向(向北)	NewTaipei		121.496507	25.067084	
公車站牌	3438	厚德派出所	三和路三段160號同向(向東)	NewTaipei		121.492963	25.07293	
公車站牌	3439	厚德國小	忠孝路一段70號同向(向東)	NewTaipei		121.489042701559	25.071991100457	
公車站牌	3440	厚德國小	自強路二段56號同向(向東)	NewTaipei		121.48867	25.06991	
公車站牌	3441	建和新村	三和路四段314號同向(向東)	NewTaipei		121.4845214	25.07777593	
公車站牌	3442	美美新村	仁愛街587號同向(向北)	NewTaipei		121.484717	25.081225	
公車站牌	3444	重安街口	中正南路162號對面(向南)	NewTaipei		121.4939169	25.05705719	
公車站牌	3446	重新大橋	成功路111號同向(向西)	NewTaipei		121.487662254493	25.0516995730745	
公車站牌	3448	修德國小	重陽路三段132號同向(向南)	NewTaipei		121.48910250793	25.066958309947	
公車站牌	3449	徐匯中學	三和路四段398號(向東)	NewTaipei		121.481391	25.079502	
公車站牌	3450	格致中學(三和路)	三和路四段30號同向(向東)	NewTaipei		121.4909532	25.07418032	
公車站牌	3451	格致中學(自強路)	自強路三段81號同向(向北)	NewTaipei		121.487309	25.074554	
公車站牌	3452	天台廣場	重新路二段65號對面(向西)	NewTaipei		121.496784994	25.061930885	
公車站牌	3453	博愛新村(三民街)	三民路324號同向(向東)	NewTaipei		121.476744	25.069312	
公車站牌	3454	博愛新村	中正北路183號同向(向西)	NewTaipei		121.477687916123	25.0695224403088	
公車站牌	3455	三重稅捐分處	重陽路一段128號同向(向南)	NewTaipei		121.48663201223	25.060305060826	
公車站牌	3456	菜寮(重新路)	重新路四段98號同向(向北)	NewTaipei		121.48792	25.057315	
公車站牌	3462	菜寮(重陽路)	重陽路一段45號同向(向北)	NewTaipei		121.48679940961	25.0577184292479	
公車站牌	3465	河邊北街(慈武宮)	河邊北街379號同向(向西)	NewTaipei		121.5020419	25.07583056	
公車站牌	3468	慈化公園	溪尾街344號對向(向北)	NewTaipei		121.488483238014	25.0851042085456	
公車站牌	3471	溪尾街口	自強路四段62號同向(向南)	NewTaipei		121.4901885	25.07867921	
公車站牌	3472	義天宮	力行路二段135號(向北)	NewTaipei		121.483298595423	25.0770816519973	
公車站牌	3479	碧華國小	五華街147號同向(向西)	NewTaipei		121.490605	25.08485455	
公車站牌	3480	碧華國中	自強路五段53號同向(向北)	NewTaipei		121.494853	25.081877	
公車站牌	3482	福德南路	福德南路48號同向(向北)	NewTaipei		121.503152	25.062224	
公車站牌	3485	德林寺(龍門路)	龍門路33號同向(向南)	NewTaipei		121.4957788	25.07236056	
公車站牌	3486	德林寺(龍門路)	三和路三段48號同向(向北)	NewTaipei		121.4957652	25.07213708	
公車站牌	3487	捷運蘆洲站	三民路蘆洲捷運站1號出口對面(三民路與中正路交叉路口東側)(向東)	NewTaipei		121.465126	25.09079	
公車站牌	3488	三重派出所(重新路)	重新路1段63號(向南)	NewTaipei		121.501606	25.063667	
公車站牌	3489	龍門路底	龍門路251號同向(向東)	NewTaipei		121.5023487	25.07415508	
公車站牌	3490	三洋	中正路590號同向(向西)	NewTaipei		121.426759	25.030319	
公車站牌	3492	大唐江山	民安西路468弄2號同向(向東)	NewTaipei		121.43175	25.00783	
公車站牌	3493	大眾廟	中正路80之145號同向(向南)	NewTaipei		121.4573883	25.03714826	
公車站牌	3494	新北大道化成路口	新北大道二段254號(向西)	NewTaipei		121.466776101293	25.0616455497332	
公車站牌	3495	新北大道中興路口	新北市新莊區新北大道二段81號(向東)	NewTaipei		121.468148097399	25.0613446467768	
公車站牌	3497	中平國中	中平路363號同向(向南)	NewTaipei		121.44468	25.05186	
公車站牌	3498	中平路	中平路86號同向(向南)	NewTaipei		121.444745	25.044626	
公車站牌	3499	中正龍安路口	龍安路11號同向(向南)	NewTaipei		121.414626	25.022354	
公車站牌	35	關渡	中央北路四段591號對面(向南)	NewTaipei		121.46523	25.12488	
公車站牌	3500	中和街口	幸福路743號同向(向東)	NewTaipei		121.448561	25.049077	
公車站牌	3501	中原里	中原路221號同向(向東)	NewTaipei		121.450091499999	25.054238050248	
公車站牌	3502	中原東路	中原東路53號同向(向東)	NewTaipei		121.4637	25.05447	
公車站牌	3503	中原路	中原路317號同向(向東)	NewTaipei		121.44715	25.05416	
公車站牌	3504	中原路	中原路303號同向(向西)	NewTaipei		121.44737	25.05436	
公車站牌	3505	中原路一	中原路149號同向(向東)	NewTaipei		121.454014	25.054285	
公車站牌	3506	中原路一	中原路137號同向(向西)	NewTaipei		121.454086	25.054397	
公車站牌	3507	中港	幸福路243號同向(向東)	NewTaipei		121.451369639862	25.0491543957239	
公車站牌	3509	中華路	中華路二段39號同向(向東)	NewTaipei		121.45338	25.04652	
公車站牌	3510	捷運丹鳳站	中正路672號同向(向南)	NewTaipei		121.422143	25.028858	
公車站牌	3511	丹鳳一	中正路692-5號同向(向南)	NewTaipei		121.4199639	25.02896073	
公車站牌	3512	丹鳳國小	新北市新莊區新北市新莊區中正路730-3號對向(向南)	NewTaipei		121.4146805	25.02359983	
公車站牌	3513	丹鳳高中	龍安路72號同向(向東)	NewTaipei		121.41633	25.0212	
公車站牌	3514	化成路	化成路18號同向(向南)	NewTaipei		121.46467	25.04256	
公車站牌	3518	臺北醫院(復興路)	復興路二段165號同向(向東)	NewTaipei		121.458347326194	25.0443862187099	
公車站牌	3519	台貿二村	化成路537號同向(向北)	NewTaipei		121.465158	25.064289	
公車站牌	3521	台灣通用	民安西路454號同向(向東)	NewTaipei		121.42976	25.00944	
公車站牌	3522	民安站	民安東路20號同向(向東)	NewTaipei		121.430311	25.0207	
公車站牌	3523	民安國小	民安東路6號同向(向東)	NewTaipei		121.427927	25.020925	
公車站牌	3524	民安陸橋	民安路224號同向(向南)	NewTaipei		121.4261035	25.02243361	
公車站牌	3525	民安路	民安路170號同向(向南)	NewTaipei		121.4250914	25.02401714	
公車站牌	3526	正邦社區	中華路119號同向(向南)	NewTaipei		121.4525192	25.04878785	
公車站牌	3527	正邦社區	中華路二段75號對面(向北)	NewTaipei		121.452927	25.047732	
公車站牌	3528	正豐	新樹路551巷對向(向南)	NewTaipei		121.432786	25.007493	
公車站牌	3529	光明里	民安西路224號同向(向南)	NewTaipei		121.4258116	25.01439	
公車站牌	3531	光華國小(龍安路)	龍安路469號同向(向西)	NewTaipei		121.425209	25.018367	
公車站牌	3532	光華街口	民安西路372號同向(向東)	NewTaipei		121.428123	25.010615	
公車站牌	3533	丹鳳派出所	雙鳳路13號同向(向西)	NewTaipei		121.414057	25.028166	
公車站牌	3534	西盛	新樹路226號同向(向南)	NewTaipei		121.433249	25.019241	
公車站牌	3535	家麒新天地	新樹路525號對面(向南)	NewTaipei		121.432698593988	25.0100837832548	
公車站牌	3536	西盛館	新樹路274號同向(向南)	NewTaipei		121.4325949	25.01309458	
公車站牌	3537	宏泰社區	建福路62號同向(向南)	NewTaipei		121.426767	25.027135	
公車站牌	3538	材試所	新泰路221號同向(向東)	NewTaipei		121.446484	25.039119	
公車站牌	3539	幸福中華路口	幸福路591號同向(向東)	NewTaipei		121.453486	25.049192	
公車站牌	3540	幸福思源路口	幸福路42號同向(向西)	NewTaipei		121.45786333734011	25.04948317165274	
公車站牌	3541	幸福新城	幸福路505號同向(向東)	NewTaipei		121.456008	25.049301	
公車站牌	3543	盲人重建院	中正路386號同向(向西)	NewTaipei		121.440631678538	25.0337008431394	
公車站牌	3544	雙鳳富國路口	中正路702號同向(向南)	NewTaipei		121.41742	25.02578	
公車站牌	3545	建安街口	後港一路134號同向(向南)	NewTaipei		121.428732	25.027096	
公車站牌	3546	建國一路	建國一路96號同向(向南)	NewTaipei		121.4345539	25.02983961	
公車站牌	3547	建福路口	後港一路55號同向(向西)	NewTaipei		121.426119	25.026331	
公車站牌	3548	後港一路	後港一路186號同向(向東)	NewTaipei		121.4318429	25.02800056	
公車站牌	3549	後港社區	後港一路126號同向(向南)	NewTaipei		121.42461	25.02585	
公車站牌	355	捷運公館站	羅斯福路四段128號前(向東)	NewTaipei		121.535791	25.013102	
公車站牌	3550	後港社區	四維路1號同向(向北)	NewTaipei		121.424195	25.025331	
公車站牌	3551	思源新北大道路口	思源路585號同向(向南)	NewTaipei		121.4595888	25.05944269	
公車站牌	3552	海山里	中正路326號同向(向南)	NewTaipei		121.445934	25.034808	
公車站牌	3554	許厝	新樹路424號同向(向南)	NewTaipei		121.43183	25.00196	
公車站牌	3555	善導庵	化成路321號同向(向南)	NewTaipei		121.46593	25.0558	
公車站牌	3557	復興路二段	復興路二段118號同向(向東)	NewTaipei		121.45644	25.044274	
公車站牌	3558	復興路三段	復興路三段77號同向(向東)	NewTaipei		121.46279	25.04454	
公車站牌	356	捷運北投站(大興)	大興街50號同向(向東)	NewTaipei		121.5005614	25.13044487	
公車站牌	3563	新泰國中北站	新泰路396號同向(向南)	NewTaipei		121.444017	25.043308	
公車站牌	3564	新泰復興路口	新北市新莊區新泰路327號(向南)	NewTaipei		121.444856	25.041705	
公車站牌	3565	新泰路口	中正路244號同向(向西)	NewTaipei		121.44814	25.035329	
公車站牌	3566	新泰中正路口	新泰路125號同向(向南)	NewTaipei		121.448147	25.036201	
公車站牌	3567	捷運新莊站(新莊郵局)	中正路178號同向(向西)	NewTaipei		121.449807	25.035639	
公車站牌	357	中央南大興街口	中央南路一段134號同向(向南)	NewTaipei		121.500975766416	25.1299886063313	
公車站牌	3570	新莊田徑場(中和里)	復興路一段195號同向(向西)	NewTaipei		121.4518908	25.04361421	
公車站牌	3572	新莊高中(幸福路)	幸福路830號(向西)	NewTaipei		121.445371964966	25.049113403307	
公車站牌	3573	新莊高中(中平路)	中平路265號同向(向南)	NewTaipei		121.4446583	25.04961766	
公車站牌	3579	新莊棒球場(立功里立德里)	復興路一段37號(向西)	NewTaipei		121.4467068	25.04205378	
公車站牌	3580	新莊體育場(立功里)	復興路一段77號(向西)	NewTaipei		121.4481033	25.04265625	
公車站牌	3582	新寶社區	民安西路280號同向(向南)	NewTaipei		121.4260776	25.01268166	
公車站牌	3583	萬安公園	龍安路214號同向(向東)	NewTaipei		121.4200632	25.01996868	
公車站牌	3584	裕民國小	龍安路96號同向(向東)	NewTaipei		121.41789	25.02065	
公車站牌	3585	福祿新城一	民安西路112號同向(向南)	NewTaipei		121.4268159	25.01873861	
公車站牌	3586	福祿新城二	民安西路62號(向南)	NewTaipei		121.4272815	25.02045611	
公車站牌	3587	福營國中	富國路148號同向(向東)	NewTaipei		121.4230171	25.02494071	
公車站牌	3588	捷運輔大站(建國一路)	建國一路36號同向(向南)	NewTaipei		121.433913557682	25.0314655671616	
公車站牌	3589	捷運輔大站	新北市新莊區中正路輔仁大學旁候車亭捷運輔大站1號出口(向西)	NewTaipei		121.4347821	25.03275227	
公車站牌	3591	雙鳳福德宮	雙鳳路128號(向南)	NewTaipei		121.413082	25.028	
公車站牌	3592	捷運迴龍站	中正路捷運迴龍站1號出口前(向南)	NewTaipei		121.41152	25.02188	
公車站牌	3593	頭前	中正路48號之5同向(向南)	NewTaipei		121.4636349	25.041063159	
公車站牌	3594	頭前庄	化成路733號同向(向南)	NewTaipei		121.465415	25.05756729	
公車站牌	3595	頭前里	化成路205號同向(向南)	NewTaipei		121.46599	25.05106	
公車站牌	3596	頭前派出所	化成路135號同向(向南)	NewTaipei		121.465617	25.048181	
公車站牌	3597	頭前國小	化成路231號(向南)	NewTaipei		121.466189	25.05281393	
公車站牌	3598	頭前國中	思源路485號同向(向南)	NewTaipei		121.45958	25.0553	
公車站牌	3599	頭前國中(中原路)	中原路61號同向(向東)	NewTaipei		121.45753	25.054356	
公車站牌	36	大業中央北路口	中央北路一段175號同向(向西)	NewTaipei		121.4978915	25.13580742	
公車站牌	3600	頭前國中	新莊區思源路490號(向北)	NewTaipei		121.459962	25.054801	
公車站牌	36003	世翔	五權路37號(向南)	NewTaipei		121.4511096	25.06808915	
公車站牌	36004	五權五工三路口	五權路53號對面(向北)	NewTaipei		121.45341	25.06899	
公車站牌	36005	吉祥大樓	五股一路100號(向西)	NewTaipei		121.460366	25.068174	
公車站牌	36006	勞工活動中心	五工六路16號(向西)	NewTaipei		121.450092	25.06236578	
公車站牌	36007	標準廠房	五權一路1號(向西)	NewTaipei		121.456024	25.06504	
公車站牌	36014	自強路口	自強路61號對面(向南)	NewTaipei		121.4331144	25.07324729	
公車站牌	36015	自強路口	自強路61號(向北)	NewTaipei		121.43312	25.07312	
公車站牌	36016	助順將軍廟	水碓路五段(向北)	NewTaipei		121.42796	25.07085	
公車站牌	36017	老人公寓	水碓二路9號(向東)	NewTaipei		121.43031	25.07152	
公車站牌	36018	遠東物流	成泰路一段54號(向北)	NewTaipei		121.4354407	25.0692936	
公車站牌	36019	大窠橋	成泰路一段6號(向北)	NewTaipei		121.43438	25.06721	
公車站牌	3602	營盤口	中正路653號同向(向北)	NewTaipei		121.431382	25.031553	
公車站牌	36020	憲兵學校	成泰路一段197號(向南)	NewTaipei		121.435035	25.076625	
公車站牌	36021	蓬萊坑	成泰路一段235之11號(向北)	NewTaipei		121.4366	25.08017	
公車站牌	36022	五股國小	成泰路二段84號(向南)	NewTaipei		121.43758	25.08286	
公車站牌	36023	五股服務社	成泰路二段79號(向南)	NewTaipei		121.43805	25.083879	
公車站牌	36024	洲仔橋	成泰路二段169號(向北)	NewTaipei		121.4394951	25.08605656	
公車站牌	36026	坑口	成泰路三段57號對面(向北)	NewTaipei		121.44334	25.08958	
公車站牌	36027	洲仔	成泰路三段145號(向北)	NewTaipei		121.444912	25.091385	
公車站牌	36028	成功里	成泰路三段231號(向南)	NewTaipei		121.44624	25.09329	
公車站牌	36029	西雲寺	成泰路三段335號(向北)	NewTaipei		121.4485209	25.09558602	
公車站牌	3603	聯邦社區	中華路二段127號同向(向南)	NewTaipei		121.452804	25.051113	
公車站牌	36030	五府千歲	成泰路三段445號(向北)	NewTaipei		121.450209	25.098031	
公車站牌	36031	五股郵局	成泰路三段480號(向南)	NewTaipei		121.4515372	25.10107435	
公車站牌	36032	新興公寓	成泰路三段591號(向北)	NewTaipei		121.452554712702	25.1028902266331	
公車站牌	36037	五福社區	工商路195號(向東)	NewTaipei		121.43356	25.08718	
公車站牌	36038	社區活動中心	工商路129號(向東)	NewTaipei		121.43566	25.08613	
公車站牌	36039	永豐商業銀行	工商路88號(向東)	NewTaipei		121.43786	25.08499	
公車站牌	3604	雙鳳福德宮	雙鳳路82號同北(向北)	NewTaipei		121.41329	25.027967	
公車站牌	36040	立體停車場	工商路50號(向西)	NewTaipei		121.439143	25.084064	
公車站牌	36041	德音國小	成泰路一段104號(向北)	NewTaipei		121.43576	25.07179	
公車站牌	36042	五股站	民義路一段223號(向東)	NewTaipei		121.429602	25.089897	
